group_id	group_size	sp_in_grp	seed_ortholog_cnt	Styela_clava.pep	human.pep
1503	2	2	2	evm.model.000027F_arrow_pilon.4.update	ENSG00000198862.14
1504	2	2	2	evm.model.000287F_arrow_pilon.23.1.update	ENSG00000010219.14
1505	3	2	3	evm.model.000197F_arrow_pilon.3.update,evm.model.000062F_arrow_pilon.54.update	ENSG00000075415.15
1506	4	2	4	evm.model.000074F_arrow_pilon.62.update	ENSG00000156052.11,ENSG00000156049.7,ENSG00000088256.9
1507	4	2	4	evm.model.000370F_arrow_pilon.9.update	ENSG00000157445.15,ENSG00000151062.15,ENSG00000284953.2
1508	2	2	2	evm.model.000001F_arrow_pilon.55.update	ENSG00000174444.15
1509	4	2	4	evm.model.000066F_arrow_pilon.74.update	ENSG00000114030.13,ENSG00000025800.14,ENSG00000196911.11
1510	2	2	2	evm.model.000296F_arrow_pilon.13.update	ENSG00000018699.13
1511	2	2	2	evm.model.000415F_arrow_pilon.9.update	ENSG00000132589.16
1512	4	2	4	evm.model.000090F_arrow_pilon.8.update	ENSG00000135424.19,ENSG00000091409.16,ENSG00000005884.18
1513	7	2	7	evm.model.000064F_arrow_pilon.6.update	ENSG00000213780.11,ENSG00000226384.10,ENSG00000234370.10,ENSG00000233149.10,ENSG00000236895.10,ENSG00000221974.11
1514	3	2	3	evm.model.000092F_arrow_pilon.20.update	ENSG00000105976.16,ENSG00000164078.14
1515	3	2	3	evm.model.000024F_arrow_pilon.60.update,evm.model.000024F_arrow_pilon.20.update	ENSG00000112699.11
1516	2	2	2	evm.model.000194F_arrow_pilon.8.2.update	ENSG00000204815.10
1517	2	2	2	evm.model.000257F_arrow_pilon.6.update	ENSG00000167107.13
1518	3	2	3	evm.model.000003F_arrow_pilon.9.update	ENSG00000132518.7,ENSG00000101890.5
1519	2	2	2	evm.model.000027F_arrow_pilon.36.update	ENSG00000188566.15
1520	3	2	3	evm.model.000058F_arrow_pilon.45.update,evm.model.000058F_arrow_pilon.54.update	ENSG00000158104.11
1521	3	2	3	evm.model.000286F_arrow_pilon.24.update	ENSG00000123815.13,ENSG00000163050.18
1522	3	2	3	evm.model.000225F_arrow_pilon.13.update,evm.model.000252F_arrow_pilon.23.update	ENSG00000135341.18
1523	3	2	3	evm.model.000365F_arrow_pilon.17.update	ENSG00000073803.14,ENSG00000139625.13
1524	2	2	2	evm.model.000307F_arrow_pilon.26.update	ENSG00000079134.13
1525	2	2	2	evm.TU.000042F_arrow_pilon.4	ENSG00000116213.16
1526	2	2	2	evm.model.000059F_arrow_pilon.15.update	ENSG00000168291.13
1527	2	2	2	evm.model.000055F_arrow_pilon.67.update	ENSG00000003393.16
1528	4	2	4	evm.model.000066F_arrow_pilon.72.update,evm.model.000308F_arrow_pilon.16.update	ENSG00000131183.11,ENSG00000157765.13
1529	2	2	2	evm.model.000199F_arrow_pilon.27.update	ENSG00000181555.22
1530	2	2	2	evm.model.000009F_arrow_pilon.66.update	ENSG00000182446.14
1531	2	2	2	evm.model.000092F_arrow_pilon.54.update	ENSG00000115652.15
1532	2	2	2	evm.model.000154F_arrow_pilon.18.update	ENSG00000151491.14
1533	2	2	2	evm.model.000183F_arrow_pilon.21_evm.model.000183F_arrow_pilon.26.update	ENSG00000127329.16
1534	9	2	9	evm.model.000121F_arrow_pilon.10.update	ENSG00000204231.11,ENSG00000231321.9,ENSG00000143171.13,ENSG00000235712.10,ENSG00000228333.9,ENSG00000227322.11,ENSG00000206289.11,ENSG00000186350.12
1535	5	2	5	evm.model.000444F_arrow_pilon.17.update	ENSG00000061273.18,ENSG00000048052.24,ENSG00000108840.16,ENSG00000068024.18
1536	2	2	2	evm.model.000124F_arrow_pilon.3.update	ENSG00000004139.14
1537	2	2	2	evm.model.000006F_arrow_pilon.72.update	ENSG00000128159.12
1538	2	2	2	evm.model.000002F_arrow_pilon.49.update	ENSG00000090054.16
1539	2	2	2	evm.model.000399F_arrow_pilon.16.update	ENSG00000133119.13
1540	7	2	7	evm.model.000404F_arrow_pilon.16.update	ENSG00000196338.15,ENSG00000169992.10,ENSG00000169760.17,ENSG00000165246.15,ENSG00000283859.2,ENSG00000146938.16
1541	3	2	3	evm.model.000371F_arrow_pilon.10.update	ENSG00000154655.16,ENSG00000198945.8
1542	5	2	5	evm.model.000131F_arrow_pilon.12.update	ENSG00000105443.16,ENSG00000108669.17,ENSG00000100055.21,ENSG00000008256.16
1543	6	2	6	evm.model.000441F_arrow_pilon.13.update,evm.TU.000269F_arrow_pilon.8,evm.TU.000269F_arrow_pilon.10,evm.TU.000269F_arrow_pilon.9,evm.model.000064F_arrow_pilon.35.update	ENSG00000132437.18
1544	3	2	3	evm.TU.000162F_arrow_pilon.58,evm.TU.000210F_arrow_pilon.39	ENSG00000144504.16
1545	2	2	2	evm.model.000093F_arrow_pilon.21.update	ENSG00000244038.11
1546	3	2	3	evm.model.000846F_arrow_pilon.15.update	ENSG00000034677.13,ENSG00000116514.17
1547	5	2	5	MSTRG.684.update,MSTRG.685.update,MSTRG.7357.update,MSTRG.7358.update	ENSG00000159579.14
1548	2	2	2	evm.model.000050F_arrow_pilon.26.update	ENSG00000180611.7
1549	4	2	4	evm.model.000035F_arrow_pilon.29.update	ENSG00000137449.17,ENSG00000113742.14,ENSG00000107864.15
1550	2	2	2	evm.model.000356F_arrow_pilon.7.update	ENSG00000075643.6
1551	2	2	2	evm.model.000207F_arrow_pilon.4.update	ENSG00000163378.14
1552	2	2	2	evm.model.000244F_arrow_pilon.49.update	ENSG00000101146.13
1553	3	2	3	evm.model.000127F_arrow_pilon.21.update,evm.TU.000147F_arrow_pilon.46	ENSG00000122121.12
1554	4	2	4	evm.model.000167F_arrow_pilon.39.update,evm.model.000167F_arrow_pilon.40.update	ENSG00000163406.11,ENSG00000088386.17
1555	2	2	2	evm.model.000144F_arrow_pilon.8.update	ENSG00000100767.17
1556	4	2	4	evm.TU.000208F_arrow_pilon.35,evm.model.000339F_arrow_pilon.7.update,evm.model.000339F_arrow_pilon.8.update	ENSG00000197506.8
1557	2	2	2	evm.TU.000044F_arrow_pilon.78	ENSG00000118855.21
1558	5	2	5	evm.TU.000343F_arrow_pilon.16,evm.model.000174F_arrow_pilon.30.update	ENSG00000011304.22,ENSG00000117569.19,ENSG00000119314.16
1559	2	2	2	evm.model.000301F_arrow_pilon.27.update	ENSG00000179454.14
1560	3	2	3	evm.model.000269F_arrow_pilon.1.update,evm.model.000763F_arrow_pilon.21.update	ENSG00000105671.12
1561	2	2	2	evm.model.000316F_arrow_pilon.23.update	ENSG00000154473.18
1562	7	2	7	evm.model.000165F_arrow_pilon.11.update,evm.model.000143F_arrow_pilon.27.update	ENSG00000163251.4,ENSG00000180340.7,ENSG00000177283.8,ENSG00000155760.3,ENSG00000157240.4
1563	2	2	2	evm.model.000001F_arrow_pilon.38.update	ENSG00000163636.11
1564	3	2	3	evm.model.000660F_arrow_pilon.5.update	ENSG00000149925.22,ENSG00000109107.14
1565	2	2	2	evm.model.000051F_arrow_pilon.60.update	ENSG00000163694.15
1566	2	2	2	evm.model.000118F_arrow_pilon.54.update	ENSG00000143379.13
1567	4	2	4	MSTRG.13649.update,MSTRG.13650.update	ENSG00000182901.18,ENSG00000182732.18
1568	2	2	2	evm.model.000042F_arrow_pilon.27.update	ENSG00000125633.11
1569	4	2	4	evm.TU.000090F_arrow_pilon.12	ENSG00000083807.10,ENSG00000113396.13,ENSG00000140284.11
1570	2	2	2	evm.model.000418F_arrow_pilon.14.update	ENSG00000139344.8
1571	2	2	2	evm.TU.000051F_arrow_pilon.8	ENSG00000144554.13
1572	5	2	5	evm.model.000325F_arrow_pilon.23.update,evm.model.000353F_arrow_pilon.7.update	ENSG00000148339.13,ENSG00000085491.17,ENSG00000284468.3
1573	2	2	2	evm.model.000147F_arrow_pilon.51.2.update	ENSG00000162542.14
1574	2	2	2	evm.model.000301F_arrow_pilon.47.update	ENSG00000163673.8
1575	2	2	2	evm.model.000051F_arrow_pilon.43.update	ENSG00000185624.16
1576	3	2	3	evm.model.000045F_arrow_pilon.8.update	ENSG00000183735.11,ENSG00000263528.8
1577	3	2	3	evm.model.000417F_arrow_pilon.6.update,evm.TU.000002F_arrow_pilon.75	ENSG00000173930.9
1578	2	2	2	evm.model.000029F_arrow_pilon.26.update	ENSG00000157184.7
1579	2	2	2	evm.model.000146F_arrow_pilon.46.update	ENSG00000127586.17
1580	2	2	2	evm.model.000200F_arrow_pilon.44.update	ENSG00000033170.17
1581	3	2	3	evm.model.000024F_arrow_pilon.15.update,evm.model.000024F_arrow_pilon.64.update	ENSG00000168259.17
1582	2	2	2	evm.model.000153F_arrow_pilon.35.update	ENSG00000185483.13
1583	3	2	3	MSTRG.17865.update,MSTRG.17866.update	ENSG00000168234.13
1584	3	2	3	evm.model.000025F_arrow_pilon.90.update	ENSG00000112851.15,ENSG00000033122.21
1585	4	2	4	evm.model.000098F_arrow_pilon.56.update	ENSG00000275555.2,ENSG00000128917.8,ENSG00000198719.9
1586	2	2	2	evm.model.000062F_arrow_pilon.44.update	ENSG00000072415.10
1587	2	2	2	evm.model.000010F_arrow_pilon.12.update	ENSG00000132470.14
1588	2	2	2	evm.model.000096F_arrow_pilon.7.update	ENSG00000095059.17
1589	2	2	2	evm.model.000524F_arrow_pilon.2.update	ENSG00000183773.16
1590	2	2	2	evm.model.000181F_arrow_pilon.33.update	ENSG00000066926.13
1591	3	2	3	evm.model.000361F_arrow_pilon.13.update	ENSG00000175115.13,ENSG00000179364.15
1592	2	2	2	evm.model.000131F_arrow_pilon.33.update	ENSG00000101940.18
1593	2	2	2	evm.model.000338F_arrow_pilon.18.update	ENSG00000101040.20
1594	5	2	5	evm.model.000398F_arrow_pilon.13.update,evm.model.000070F_arrow_pilon.30.update,evm.model.000134F_arrow_pilon.34.update,evm.TU.000398F_arrow_pilon.12	ENSG00000101187.16
1595	2	2	2	evm.model.000279F_arrow_pilon.14.update	ENSG00000116761.12
1596	3	2	3	evm.model.000238F_arrow_pilon.25.1.update	ENSG00000153558.16,ENSG00000108306.13
1597	3	2	3	evm.model.000351F_arrow_pilon.24.update	ENSG00000158089.15,ENSG00000100626.17
1598	7	2	7	evm.TU.000025F_arrow_pilon.25,evm.TU.000025F_arrow_pilon.23	ENSG00000138646.9,ENSG00000148634.16,ENSG00000138642.16,ENSG00000287542.1,ENSG00000138641.18
1599	4	2	4	MSTRG.17788.update,MSTRG.17789.update	ENSG00000203879.12,ENSG00000057608.17
1600	3	2	3	evm.model.000321F_arrow_pilon.10.update	ENSG00000262446.5,ENSG00000177628.16
1601	4	2	4	evm.model.000035F_arrow_pilon.15.update	ENSG00000158158.12,ENSG00000119946.11,ENSG00000148842.18
1602	2	2	2	evm.model.000338F_arrow_pilon.17.update	ENSG00000125485.18
1603	4	2	4	evm.model.000267F_arrow_pilon.20.update	ENSG00000143398.20,ENSG00000186111.11,ENSG00000107242.20
1604	2	2	2	evm.model.000003F_arrow_pilon.84.update	ENSG00000151503.14
1605	2	2	2	evm.TU.000002F_arrow_pilon.137	ENSG00000143199.18
1606	3	2	3	evm.model.000274F_arrow_pilon.14.update,MSTRG.8310.update	ENSG00000002549.13
1607	5	2	5	evm.model.000029F_arrow_pilon.20.update	ENSG00000162551.14,ENSG00000163283.7,ENSG00000163286.9,ENSG00000163295.5
1608	3	2	3	evm.model.000258F_arrow_pilon.13.update	ENSG00000277594.2,ENSG00000278053.5
1609	2	2	2	evm.model.000402F_arrow_pilon.4.update	ENSG00000145388.15
1610	2	2	2	evm.model.000004F_arrow_pilon.134.update	ENSG00000148396.19
1611	3	2	3	evm.model.000637F_arrow_pilon.2.update	ENSG00000152104.12,ENSG00000070778.13
1612	2	2	2	evm.model.000002F_arrow_pilon.103.update	ENSG00000087460.29
1613	2	2	2	MSTRG.8009.update	ENSG00000203485.14
1614	3	2	3	evm.model.000286F_arrow_pilon.28.update	ENSG00000144711.16,ENSG00000124313.18
1615	2	2	2	evm.model.000111F_arrow_pilon.23.update	ENSG00000119688.21
1616	3	2	3	evm.model.000143F_arrow_pilon.9.update	ENSG00000276787.1,ENSG00000198690.10
1617	2	2	2	evm.model.000051F_arrow_pilon.41.update	ENSG00000243667.7
1618	2	2	2	evm.model.000316F_arrow_pilon.30.update	ENSG00000100151.16
1619	2	2	2	evm.model.000524F_arrow_pilon.5.update	ENSG00000160218.13
1620	2	2	2	evm.model.000045F_arrow_pilon.63.update	ENSG00000111879.20
1621	3	2	3	evm.model.000074F_arrow_pilon.20.update	ENSG00000154118.13,ENSG00000104369.5
1622	6	2	6	evm.model.000005F_arrow_pilon.49.update,evm.model.000037F_arrow_pilon.9.update	ENSG00000103426.12,ENSG00000262246.6,ENSG00000278760.4,ENSG00000282725.1
1623	3	2	3	evm.model.000154F_arrow_pilon.33.update,evm.model.000354F_arrow_pilon.20.update	ENSG00000129933.21
1624	2	2	2	evm.model.000085F_arrow_pilon.36.update	ENSG00000135837.16
1625	3	2	3	evm.model.000006F_arrow_pilon.46.update	ENSG00000155876.6,ENSG00000083750.13
1626	6	2	6	evm.model.000096F_arrow_pilon.8.update	ENSG00000227057.10,ENSG00000226916.8,ENSG00000236222.8,ENSG00000204221.11,ENSG00000206284.8
1627	2	2	2	evm.TU.000014F_arrow_pilon.24	ENSG00000137955.16
1628	2	2	2	evm.model.000153F_arrow_pilon.6.update	ENSG00000055483.20
1629	3	2	3	evm.model.000985F_arrow_pilon.3.update,evm.model.000985F_arrow_pilon.2.update	ENSG00000167315.18
1630	3	2	3	evm.model.000041F_arrow_pilon.1.update	ENSG00000110881.12,ENSG00000108684.15
1631	10	2	10	evm.model.000469F_arrow_pilon.12.update,evm.model.000007F_arrow_pilon.38.update	ENSG00000204590.13,ENSG00000229470.9,ENSG00000206412.6,ENSG00000235986.9,ENSG00000226882.9,ENSG00000228581.9,ENSG00000232143.9,ENSG00000206492.11
1632	3	2	3	evm.TU.000082F_arrow_pilon.5	ENSG00000077080.10,ENSG00000136518.17
1633	2	2	2	evm.model.000639F_arrow_pilon.3.update	ENSG00000083799.18
1634	2	2	2	evm.model.000218F_arrow_pilon.10.update	ENSG00000122870.12
1635	3	2	3	evm.TU.000637F_arrow_pilon.8	ENSG00000170266.16,ENSG00000163521.16
1636	2	2	2	evm.model.000435F_arrow_pilon.8.update	ENSG00000137944.18
1637	2	2	2	evm.model.000075F_arrow_pilon.20.update	ENSG00000169071.15
1638	3	2	3	evm.model.000018F_arrow_pilon.12.update,evm.model.000138F_arrow_pilon.33.update	ENSG00000100490.10
1639	3	2	3	evm.TU.000422F_arrow_pilon.2,evm.model.000414F_arrow_pilon.1.update	ENSG00000009830.13
1640	3	2	3	evm.TU.000042F_arrow_pilon.42,evm.model.000049F_arrow_pilon.12.update	ENSG00000111300.10
1641	7	2	7	evm.model.000020F_arrow_pilon.36.update,evm.model.000015F_arrow_pilon.4.update	ENSG00000243480.8,ENSG00000237763.10,ENSG00000174876.17,ENSG00000187733.7,ENSG00000240038.7
1642	2	2	2	evm.model.000019F_arrow_pilon.41.update	ENSG00000101407.13
1643	2	2	2	evm.model.000497F_arrow_pilon.14.update	ENSG00000115816.15
1644	2	2	2	evm.model.000035F_arrow_pilon.78.update	ENSG00000197771.13
1645	2	2	2	evm.model.000324F_arrow_pilon.9.update	ENSG00000102174.10
1646	2	2	2	evm.model.000163F_arrow_pilon.16.update	ENSG00000172269.20
1647	2	2	2	evm.model.000556F_arrow_pilon.13.update	ENSG00000105447.13
1648	2	2	2	evm.model.000283F_arrow_pilon.22.update	ENSG00000074266.22
1649	3	2	3	evm.model.000376F_arrow_pilon.25.update	ENSG00000156218.13,ENSG00000178031.18
1650	2	2	2	evm.model.000036F_arrow_pilon.40.update	ENSG00000134909.19
1651	2	2	2	evm.TU.000111F_arrow_pilon.30	ENSG00000094880.11
1652	3	2	3	evm.model.000051F_arrow_pilon.24.update,evm.model.000051F_arrow_pilon.25.update	ENSG00000138079.14
1653	3	2	3	evm.model.000374F_arrow_pilon.6.update,evm.TU.000575F_arrow_pilon.12	ENSG00000188611.17
1654	3	2	3	evm.model.000072F_arrow_pilon.58.update	ENSG00000103319.12,ENSG00000284161.3
1655	2	2	2	evm.model.000497F_arrow_pilon.2.update	ENSG00000141577.14
1656	2	2	2	evm.model.000525F_arrow_pilon.17.update	ENSG00000162413.17
1657	4	2	4	evm.TU.000060F_arrow_pilon.73	ENSG00000016490.16,ENSG00000016602.9,ENSG00000137975.8
1658	3	2	3	evm.TU.000048F_arrow_pilon.54,evm.TU.000560F_arrow_pilon.6	ENSG00000136758.20
1659	2	2	2	evm.model.000336F_arrow_pilon.18.update	ENSG00000168297.16
1660	3	2	3	evm.model.000239F_arrow_pilon.2.update	ENSG00000143858.12,ENSG00000067715.14
1661	2	2	2	evm.model.000018F_arrow_pilon.86.update	ENSG00000138074.15
1662	2	2	2	evm.model.000365F_arrow_pilon.7.update	ENSG00000172046.20
1663	2	2	2	evm.model.000434F_arrow_pilon.3.update	ENSG00000139531.13
1664	3	2	3	evm.model.000606F_arrow_pilon.8.update	ENSG00000282367.1,ENSG00000174915.12
1665	3	2	3	evm.TU.000051F_arrow_pilon.12,evm.TU.000103F_arrow_pilon.62	ENSG00000117593.12
1666	4	2	4	evm.model.000307F_arrow_pilon.7.update	ENSG00000136267.14,ENSG00000065357.20,ENSG00000058866.15
1667	2	2	2	evm.TU.000205F_arrow_pilon.28	ENSG00000164885.13
1668	3	2	3	evm.model.000465F_arrow_pilon.3.update,evm.model.000465F_arrow_pilon.2.update2	ENSG00000149474.15
1669	2	2	2	evm.model.000011F_arrow_pilon.78.update	ENSG00000144136.11
1670	2	2	2	evm.model.000444F_arrow_pilon.12.update	ENSG00000051596.10
1671	2	2	2	evm.model.000319F_arrow_pilon.14.update	ENSG00000145191.15
1672	3	2	3	evm.model.000715F_arrow_pilon.5.update,evm.model.000062F_arrow_pilon.2.update	ENSG00000138160.7
1673	3	2	3	evm.model.000051F_arrow_pilon.45.update	ENSG00000274811.3,ENSG00000049656.14
1674	4	2	4	evm.model.000074F_arrow_pilon.58.update	ENSG00000037280.16,ENSG00000128052.10,ENSG00000102755.12
1675	2	2	2	evm.model.000412F_arrow_pilon.24.update	ENSG00000109066.14
1676	2	2	2	evm.model.000334F_arrow_pilon.21.update	ENSG00000101639.19
1677	4	2	4	evm.model.000275F_arrow_pilon.32.update	ENSG00000153560.12,ENSG00000115112.8,ENSG00000135457.11
1678	2	2	2	MSTRG.3423.update	ENSG00000131051.24
1679	8	2	8	evm.model.000000F_arrow_pilon.110.update,evm.model.000080F_arrow_pilon.7.update	ENSG00000137312.15,ENSG00000206480.11,ENSG00000232280.9,ENSG00000206379.12,ENSG00000230143.9,ENSG00000224740.8
1680	5	2	5	evm.model.000150F_arrow_pilon.43.update	ENSG00000091129.22,ENSG00000163531.17,ENSG00000198910.14,ENSG00000134121.10
1681	2	2	2	evm.model.000098F_arrow_pilon.13.update	ENSG00000116830.12
1682	4	2	4	evm.model.000296F_arrow_pilon.5.update,evm.model.000388F_arrow_pilon.16.update	ENSG00000155313.16,ENSG00000048028.11
1683	2	2	2	evm.model.000150F_arrow_pilon.41.update	ENSG00000073711.11
1684	2	2	2	MSTRG.13787.update	ENSG00000213930.12
1685	2	2	2	evm.model.000273F_arrow_pilon.21.2.update	ENSG00000073921.18
1686	2	2	2	evm.TU.000928F_arrow_pilon.11	ENSG00000087299.12
1687	2	2	2	evm.model.000104F_arrow_pilon.21.update	ENSG00000095485.18
1688	2	2	2	evm.model.000113F_arrow_pilon.35.update	ENSG00000132436.12
1689	3	2	3	MSTRG.2542.update,MSTRG.2543.update	ENSG00000154845.16
1690	3	2	3	evm.model.000102F_arrow_pilon.60.update,evm.model.000102F_arrow_pilon.62.update	ENSG00000140263.15
1691	2	2	2	evm.model.000283F_arrow_pilon.26.update	ENSG00000185324.22
1692	3	2	3	evm.model.000138F_arrow_pilon.10.update	ENSG00000095203.15,ENSG00000115109.14
1693	3	2	3	evm.model.000451F_arrow_pilon.23.update	ENSG00000139132.16,ENSG00000102302.8
1694	2	2	2	evm.model.000042F_arrow_pilon.51.update	ENSG00000157837.16
1695	5	2	5	evm.model.000133F_arrow_pilon.9.update,evm.model.000529F_arrow_pilon.3.update	ENSG00000172803.18,ENSG00000129515.20,ENSG00000089006.17
1696	4	2	4	evm.model.000565F_arrow_pilon.17.update,evm.model.000565F_arrow_pilon.16.update	ENSG00000109320.13,ENSG00000077150.20
1697	3	2	3	evm.model.000006F_arrow_pilon.19.update	ENSG00000139197.11,ENSG00000288217.3
1698	4	2	4	evm.model.000058F_arrow_pilon.1.update	ENSG00000135503.13,ENSG00000123612.16,ENSG00000106799.13
1699	4	2	4	evm.model.000289F_arrow_pilon.4.update	ENSG00000174516.15,ENSG00000197329.12,ENSG00000139946.10
1700	3	2	3	evm.model.001267F_arrow_pilon.1.update	ENSG00000185189.18,ENSG00000115216.14
1701	2	2	2	evm.model.000046F_arrow_pilon.31.update	ENSG00000186575.19
1702	3	2	3	evm.model.000720F_arrow_pilon.7.update	ENSG00000173137.12,ENSG00000285451.2
1703	2	2	2	evm.model.000423F_arrow_pilon.6.update	ENSG00000148584.15
1704	2	2	2	evm.model.000048F_arrow_pilon.47.update	ENSG00000213339.9
1705	2	2	2	evm.model.000066F_arrow_pilon.3.update	ENSG00000051180.17
1706	2	2	2	evm.model.000239F_arrow_pilon.6.1.update	ENSG00000009307.17
1707	2	2	2	evm.model.000001F_arrow_pilon.78.update	ENSG00000168575.10
1708	2	2	2	evm.model.000123F_arrow_pilon.15.update	ENSG00000137571.11
1709	2	2	2	evm.model.000163F_arrow_pilon.9.update	ENSG00000138336.9
1710	2	2	2	evm.model.000121F_arrow_pilon.6.update	ENSG00000151414.15
1711	2	2	2	evm.TU.000197F_arrow_pilon.44	ENSG00000177479.20
1712	3	2	3	evm.model.000162F_arrow_pilon.56.update,evm.TU.000210F_arrow_pilon.41	ENSG00000060339.14
1713	2	2	2	evm.model.000178F_arrow_pilon.16_evm.model.000178F_arrow_pilon.17.update	ENSG00000085511.20
1714	5	2	5	evm.model.000077F_arrow_pilon.35.update,evm.model.000077F_arrow_pilon.36.update,MSTRG.16878.update	ENSG00000122884.13,ENSG00000072682.20
1715	2	2	2	evm.TU.000000F_arrow_pilon.59	ENSG00000087191.13
1716	2	2	2	evm.model.000058F_arrow_pilon.62.update	ENSG00000170515.14
1717	2	2	2	evm.model.000200F_arrow_pilon.38.update	ENSG00000111445.14
1718	2	2	2	evm.model.001355F_arrow_pilon.4.update	ENSG00000136271.11
1719	2	2	2	MSTRG.6291.update	ENSG00000169718.18
1720	3	2	3	MSTRG.8462.update	ENSG00000068724.17,ENSG00000165914.15
1721	2	2	2	evm.model.000539F_arrow_pilon.4.update	ENSG00000038358.15
1722	2	2	2	evm.model.000244F_arrow_pilon.40.update	ENSG00000134243.12
1723	2	2	2	evm.model.000154F_arrow_pilon.8.update	ENSG00000185359.14
1724	5	2	5	evm.model.000040F_arrow_pilon.14.update,evm.TU.000250F_arrow_pilon.19	ENSG00000204130.14,ENSG00000176783.15,ENSG00000284260.2
1725	2	2	2	evm.model.000441F_arrow_pilon.16.update	ENSG00000145982.13
1726	2	2	2	evm.model.000059F_arrow_pilon.27.update	ENSG00000172071.15
1727	3	2	3	MSTRG.7858.update	ENSG00000260170.1,ENSG00000137767.14
1728	2	2	2	MSTRG.16245.update	ENSG00000101347.11
1729	3	2	3	evm.model.000384F_arrow_pilon.23.1.update	ENSG00000173218.15,ENSG00000162738.6
1730	2	2	2	evm.model.000162F_arrow_pilon.42.update	ENSG00000058729.11
1731	2	2	2	evm.model.000513F_arrow_pilon.6.update	ENSG00000103653.17
1732	2	2	2	evm.model.000446F_arrow_pilon.27.update	ENSG00000127415.13
1733	3	2	3	evm.model.000197F_arrow_pilon.39.update	ENSG00000139915.21,ENSG00000112139.17
1734	2	2	2	evm.model.000004F_arrow_pilon.123.update	ENSG00000140992.19
1735	2	2	2	MSTRG.4415.update	ENSG00000140859.16
1736	2	2	2	evm.model.000081F_arrow_pilon.23.update	ENSG00000204178.11
1737	2	2	2	evm.model.000044F_arrow_pilon.62.update	ENSG00000053918.18
1738	2	2	2	evm.model.000384F_arrow_pilon.3.update	ENSG00000007923.17
1739	4	2	4	evm.model.000000F_arrow_pilon.32.update,evm.model.000038F_arrow_pilon.18.update	ENSG00000278259.5,ENSG00000278372.4
1740	2	2	2	MSTRG.2389.update	ENSG00000181045.15
1741	4	2	4	evm.model.000298F_arrow_pilon.4.update,evm.model.000250F_arrow_pilon.4.update	ENSG00000152208.13,ENSG00000182771.19
1742	3	2	3	evm.model.000035F_arrow_pilon.69.update	ENSG00000175309.15,ENSG00000164089.9
1743	2	2	2	evm.model.000019F_arrow_pilon.48.update	ENSG00000196470.12
1744	3	2	3	evm.model.000351F_arrow_pilon.25.update	ENSG00000007216.16,ENSG00000141485.17
1745	2	2	2	evm.model.000163F_arrow_pilon.10.update	ENSG00000198650.11
1746	5	2	5	MSTRG.11242.update	ENSG00000159399.10,ENSG00000156510.13,ENSG00000156515.24,ENSG00000160883.11
1747	2	2	2	evm.model.000253F_arrow_pilon.35.update	ENSG00000170312.17
1748	3	2	3	evm.TU.000177F_arrow_pilon.25	ENSG00000033100.17,ENSG00000123989.15
1749	3	2	3	evm.TU.000024F_arrow_pilon.26,evm.TU.000024F_arrow_pilon.52	ENSG00000164619.10
1750	3	2	3	MSTRG.14425.update	ENSG00000181541.6,ENSG00000180660.8
